iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3
532,2.0,1,4,2,21,22,19,17.0,3,20,528.0,0,0.12,0,29.0,3.0,40.0,10.0,30.0,10.0,10.0,,0,1.0,5.0,8.0,1.0,9.0,1.0,1.0,1.0,2.0,26.0,Electrical Engineering,5.0,"Univeristy of California, Davis","1,242.00","10,704.00",4.0,8.0,3.0,California,"94,536","46,272.00",1.0,2.0,2.0,ASIC Engineer,5.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,7.0,5.0,2.0,6.0,,25.0,20.0,20.0,20.0,5.0,10.0,25.0,20.0,20.0,20.0,5.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,9.0,7.0,8.0,8.0,7.0,9.0,7.0,8.0,6.0,1,4.0,7.0,7.0,7.0,6.0,6.0,7.0,3.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,20.0,20.0,10.0,20.0,10.0,20.0,20.0,20.0,10.0,20.0,10.0,20.0,20.0,20.0,10.0,20.0,10.0,20.0,20.0,20.0,10.0,20.0,10.0,20.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,8.0,7.0,6.0
105,12.0,1,24,2,4,18,10,,18,2,77.0,1,-0.28,0,22.0,2.0,15.0,20.0,20.0,20.0,15.0,10.0,1,7.0,7.0,8.0,10.0,9.0,8.0,9.0,5.0,2.0,25.0,law,1.0,,,,1.0,1.0,1.0,Texas,"78,759","41,547.00",2.0,7.0,1.0,Law,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,1.0,30.0,15.0,20.0,20.0,0.0,5.0,,,,,,,25.0,15.0,20.0,15.0,10.0,15.0,8.0,7.0,9.0,8.0,6.0,,,,,,1,8.0,7.0,8.0,8.0,7.0,7.0,7.0,3.0,2.0,,,,,,,,,,,,,6.0,1.0,3.0,,,,,,,30.0,10.0,20.0,20.0,10.0,10.0,,,,,,,,,,,,,8.0,6.0,8.0,9.0,5.0,,,,,,8.0,6.0,1.0,,4.0,40.0,10.0,20.0,20.0,5.0,5.0,,,,,,,,,,,,,,,,,,,8.0,7.0,8.0,9.0,7.0,,,,,
197,4.0,0,7,2,9,20,3,3.0,15,15,228.0,0,0.63,0,24.0,4.0,13.51,18.92,21.62,13.51,13.51,18.92,0,5.0,6.0,6.0,6.0,7.0,5.0,5.0,3.0,2.0,24.0,International Affairs and Public Health,13.0,,,,6.0,2.0,1.0,Berkeley,"92,064","53,229.00",1.0,4.0,3.0,Development work,7.0,6.0,1.0,4.0,10.0,8.0,8.0,4.0,7.0,5.0,9.0,6.0,5.0,10.0,8.0,10.0,7.0,3.0,3.0,,14.0,18.0,20.0,18.0,16.0,14.0,9.0,6.0,9.0,9.0,7.0,6.0,23.81,14.29,19.05,16.67,14.29,11.9,7.0,8.0,9.0,9.0,7.0,,,,,,0,7.0,7.0,7.0,7.0,7.0,4.0,5.0,5.0,2.0,7.0,14.58,16.67,18.75,20.83,14.58,14.58,7.0,8.0,9.0,9.0,6.0,3.0,3.0,2.0,,,,,,,18.37,14.29,20.41,20.41,14.29,12.24,9.0,8.0,7.0,8.0,8.0,6.0,23.26,16.28,16.28,16.28,13.95,13.95,7.0,8.0,9.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,17.0,0,33,2,15,19,11,11.0,3,3,399.0,0,0.49,1,29.0,2.0,25.0,10.0,20.0,20.0,10.0,15.0,0,4.0,5.0,8.0,6.0,8.0,5.0,4.0,7.0,2.0,33.0,NonFiction Writing,6.0,Penn State University,,"14,388.00",2.0,1.0,2.0,Los Angeles,"16,803","33,906.00",3.0,4.0,2.0,writer/editor,6.0,3.0,4.0,4.0,10.0,8.0,8.0,6.0,1.0,8.0,9.0,3.0,10.0,10.0,7.0,9.0,7.0,8.0,4.0,,20.0,20.0,20.0,10.0,10.0,20.0,30.0,20.0,10.0,20.0,10.0,10.0,30.0,20.0,10.0,20.0,10.0,10.0,8.0,8.0,7.0,9.0,7.0,9.0,8.0,8.0,7.0,8.0,0,7.0,6.0,8.0,8.0,,,6.0,6.0,2.0,5.0,30.0,15.0,20.0,10.0,15.0,10.0,9.0,10.0,8.0,8.0,7.0,5.0,3.0,2.0,50.0,10.0,10.0,20.0,5.0,5.0,30.0,15.0,20.0,15.0,10.0,10.0,40.0,10.0,10.0,20.0,10.0,10.0,50.0,5.0,5.0,20.0,5.0,15.0,9.0,10.0,9.0,8.0,8.0,8.0,10.0,9.0,8.0,7.0,0.0,1.0,0.0,,,40.0,10.0,25.0,10.0,10.0,5.0,50.0,15.0,15.0,20.0,0.0,0.0,50.0,10.0,10.0,20.0,10.0,0.0,60.0,0.0,10.0,25.0,0.0,5.0,9.0,10.0,9.0,9.0,7.0,8.0,9.0,8.0,9.0,7.0
204,11.0,0,21,2,9,20,17,17.0,19,5,218.0,0,0.54,1,24.0,2.0,20.51,5.13,23.08,12.82,17.95,20.51,1,6.0,5.0,5.0,6.0,6.0,4.0,5.0,5.0,2.0,26.0,business,8.0,,,,2.0,8.0,6.0,Texas & Boston,"77,095","52,388.00",3.0,5.0,1.0,marketing / brand management,7.0,10.0,5.0,9.0,9.0,10.0,10.0,3.0,1.0,9.0,8.0,4.0,5.0,5.0,3.0,8.0,10.0,7.0,4.0,,19.61,15.69,17.65,15.69,17.65,13.73,8.0,5.0,7.0,7.0,5.0,5.0,31.25,9.38,9.38,31.25,3.13,15.63,9.0,5.0,9.0,10.0,10.0,,,,,,0,5.0,7.0,9.0,5.0,9.0,5.0,6.0,9.0,2.0,2.0,17.54,14.04,17.54,17.54,17.54,15.79,8.0,10.0,8.0,10.0,10.0,4.0,1.0,3.0,,,,,,,17.86,16.07,17.86,16.07,16.07,16.07,9.0,7.0,7.0,8.0,5.0,8.0,21.74,19.57,15.22,21.74,4.35,17.39,10.0,8.0,10.0,9.0,8.0,,,,,,0.0,0.0,0.0,,,18.52,14.81,16.67,18.52,14.81,16.67,,,,,,,10.0,7.0,8.0,9.0,7.0,7.0,10.0,6.0,4.0,10.0,2.0,,9.0,8.0,12.0,9.0,12.0,,,,,
267,16.0,0,31,2,11,21,21,21.0,3,10,282.0,0,-0.19,0,23.0,1.0,25.0,15.0,20.0,20.0,10.0,10.0,1,8.0,8.0,8.0,8.0,,8.0,8.0,7.0,2.0,26.0,Nutritiron,10.0,ChungShenMedicalUniversity(Taiwan),,,4.0,2.0,2.0,Taiwan,,,1.0,3.0,3.0,dietician,4.0,4.0,8.0,5.0,9.0,7.0,6.0,4.0,7.0,8.0,3.0,9.0,5.0,9.0,4.0,9.0,10.0,2.0,4.0,,20.0,30.0,10.0,15.0,10.0,15.0,20.0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,20.0,10.0,20.0,10.0,7.0,6.0,5.0,7.0,7.0,6.0,6.0,7.0,6.0,5.0,0,6.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,0.0,0.0,40.0,25.0,10.0,10.0,5.0,10.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,,,,,,,40.0,30.0,7.0,8.0,7.0,8.0,10.0,35.0,40.0,5.0,5.0,5.0,50.0,15.0,7.0,11.0,7.0,10.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,0.0,0.0,0.0,,,17.0,20.0,13.0,17.0,13.0,20.0,20.0,20.0,13.0,20.0,10.0,17.0,20.0,15.0,15.0,20.0,10.0,20.0,20.0,15.0,15.0,20.0,10.0,20.0,7.0,9.0,5.0,6.0,5.0,7.0,8.0,6.0,6.0,4.0
320,13.0,1,25,2,12,14,11,11.0,13,4,297.0,0,0.47,1,21.0,2.0,25.0,25.0,15.0,15.0,10.0,10.0,0,3.0,7.0,7.0,6.0,8.0,7.0,4.0,7.0,2.0,36.0,History,7.0,UC Davis,"1,242.00","10,704.00",2.0,6.0,8.0,Pennsylvania,"18,603","23,207.00",4.0,5.0,5.0,Professor or journalist,2.0,4.0,1.0,9.0,9.0,8.0,4.0,6.0,3.0,1.0,10.0,1.0,5.0,7.0,2.0,5.0,2.0,1.0,6.0,,20.0,16.0,16.0,16.0,16.0,16.0,20.0,10.0,10.0,10.0,20.0,10.0,20.0,10.0,10.0,10.0,20.0,10.0,8.0,8.0,9.0,9.0,7.0,7.0,8.0,8.0,9.0,8.0,0,6.0,10.0,7.0,5.0,5.0,,8.0,1.0,0.0,2.0,,,,,,,,,,,,1.0,3.0,3.0,,,,,,,25.0,20.0,20.0,10.0,10.0,15.0,35.0,10.0,10.0,30.0,10.0,5.0,15.0,25.0,15.0,15.0,25.0,5.0,8.0,9.0,10.0,7.0,7.0,8.0,9.0,9.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,9.0,1,18,2,9,20,12,12.0,1,9,202.0,0,0.02,1,22.0,2.0,15.38,19.23,19.23,19.23,15.38,11.54,0,2.0,9.0,10.0,4.0,8.0,4.0,5.0,2.0,1.0,27.0,"Mathematics, PhD",2.0,,,,2.0,8.0,3.0,Germany,,,2.0,6.0,3.0,Professor or Consultant,2.0,5.0,1.0,6.0,8.0,10.0,9.0,6.0,4.0,7.0,9.0,1.0,9.0,9.0,10.0,8.0,3.0,1.0,3.0,,9.52,19.05,23.81,19.05,4.76,23.81,10.0,6.0,2.0,9.0,3.0,8.0,16.67,21.43,7.14,21.43,14.29,19.05,4.0,9.0,7.0,9.0,4.0,,,,,,1,6.0,4.0,7.0,7.0,8.0,2.0,6.0,5.0,1.0,,16.28,20.93,23.26,13.95,4.65,20.93,5.0,9.0,7.0,6.0,3.0,5.0,1.0,2.0,,,,,,,15.0,20.0,22.5,17.5,2.5,22.5,10.0,6.0,2.0,10.0,3.0,6.0,18.37,16.33,12.24,20.41,16.33,16.33,5.0,9.0,9.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,9.0,1,17,2,12,14,9,9.0,6,14,306.0,0,-0.39,0,22.0,4.0,16.0,20.0,19.0,16.0,18.0,11.0,1,7.0,8.0,8.0,7.0,8.0,6.0,7.0,6.0,2.0,25.0,Business,8.0,University of Pennsylvania,"1,400.00","26,630.00",2.0,3.0,3.0,Philadelphia,"10,019","31,857.00",2.0,4.0,1.0,Investment banking,7.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0,5.0,,25.0,20.0,15.0,25.0,10.0,5.0,30.0,10.0,15.0,30.0,10.0,5.0,25.0,10.0,20.0,25.0,15.0,5.0,6.0,8.0,7.0,8.0,9.0,5.0,8.0,9.0,7.0,9.0,0,6.0,6.0,5.0,3.0,4.0,2.0,2.0,2.0,0.0,4.0,,,,,,,,,,,,5.0,1.0,2.0,,,,,,,25.0,20.0,15.0,25.0,10.0,5.0,30.0,10.0,15.0,30.0,10.0,5.0,25.0,10.0,20.0,25.0,15.0,5.0,7.0,8.0,9.0,7.0,9.0,6.0,6.0,8.0,7.0,8.0,0.0,2.0,1.0,1.0,,25.0,20.0,15.0,25.0,10.0,5.0,20.0,20.0,20.0,20.0,5.0,15.0,30.0,10.0,15.0,30.0,10.0,5.0,25.0,10.0,20.0,25.0,15.0,5.0,7.0,8.0,7.0,8.0,9.0,6.0,7.0,7.0,6.0,9.0
11,1.0,1,2,1,1,10,8,,5,6,6.0,0,0.33,0,23.0,4.0,10.0,25.0,20.0,25.0,5.0,15.0,1,6.0,9.0,7.0,6.0,7.0,6.0,6.0,6.0,2.0,27.0,Finance,8.0,,,,2.0,7.0,3.0,Argentina,0,,1.0,5.0,4.0,"Academia, Research, Banking, Life",2.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,7.0,3.0,35.0,20.0,20.0,20.0,0.0,5.0,,,,,,,25.0,5.0,20.0,20.0,25.0,5.0,8.0,9.0,7.0,8.0,5.0,,,,,,0,7.0,9.0,8.0,9.0,8.0,4.0,7.0,4.0,2.0,0.0,,,,,,,,,,,,7.0,2.0,,,,,,,,19.51,17.07,17.07,17.07,12.2,17.07,,,,,,,,,,,,,8.0,8.0,8.0,6.0,5.0,,,,,,0.0,0.0,0.0,,,35.0,25.0,15.0,15.0,0.0,10.0,,,,,,,,,,,,,,,,,,,7.0,8.0,7.0,7.0,5.0,,,,,
234,1.0,0,1,1,10,9,8,8.0,3,6,248.0,0,0.23,1,27.0,6.0,25.0,15.0,20.0,20.0,15.0,5.0,0,5.0,7.0,8.0,6.0,7.0,3.0,7.0,4.0,2.0,22.0,Sociology and Education,3.0,George Mason University,"1,070.00","12,696.00",6.0,1.0,5.0,Virginia,"23,060","44,346.00",3.0,7.0,3.0,Educational Policy,2.0,5.0,3.0,10.0,10.0,9.0,5.0,2.0,1.0,4.0,9.0,5.0,6.0,5.0,5.0,9.0,7.0,4.0,5.0,,20.0,20.0,20.0,10.0,10.0,20.0,10.0,20.0,20.0,20.0,15.0,15.0,75.0,1.0,1.0,3.0,10.0,10.0,7.0,7.0,8.0,8.0,10.0,9.0,6.0,9.0,6.0,10.0,0,5.0,6.0,6.0,8.0,6.0,2.0,6.0,3.0,0.0,1.0,30.0,20.0,20.0,10.0,10.0,5.0,8.0,10.0,9.0,10.0,10.0,5.0,1.0,3.0,,,,,,,20.0,15.0,20.0,20.0,15.0,10.0,25.0,20.0,15.0,20.0,10.0,10.0,50.0,5.0,5.0,20.0,10.0,10.0,8.0,9.0,9.0,9.0,10.0,9.0,6.0,9.0,7.0,10.0,0.0,0.0,0.0,,,15.0,10.0,20.0,20.0,15.0,20.0,25.0,15.0,15.0,20.0,15.0,10.0,15.0,15.0,20.0,10.0,20.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,8.0,10.0,9.0,10.0,10.0,7.0,10.0
167,10.0,1,20,2,7,16,3,10.0,10,6,147.0,0,0.36,0,26.0,4.0,18.0,18.0,20.0,18.0,16.0,10.0,0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,2.0,23.0,biology,10.0,,,,2.0,1.0,1.0,colorado,"80,005","47,572.00",2.0,6.0,2.0,professor,2.0,9.0,9.0,8.0,6.0,8.0,8.0,9.0,2.0,5.0,6.0,5.0,6.0,8.0,6.0,7.0,3.0,2.0,3.0,,18.6,13.95,18.6,16.28,16.28,16.28,9.0,5.0,6.0,8.0,5.0,5.0,13.64,18.18,20.45,13.64,15.91,18.18,6.0,7.0,7.0,7.0,5.0,,,,,,0,3.0,6.0,5.0,8.0,2.0,4.0,5.0,5.0,0.0,4.0,,,,,,,,,,,,6.0,1.0,3.0,,,,,,,19.05,14.29,19.05,16.67,16.67,14.29,9.0,5.0,6.0,8.0,7.0,8.0,13.64,18.18,20.45,15.91,13.64,18.18,6.0,5.0,6.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,4.0,0,7,2,17,14,3,3.0,1,1,440.0,0,0.11,0,21.0,2.0,35.0,5.0,30.0,20.0,5.0,5.0,0,6.0,9.0,8.0,9.0,8.0,8.0,4.0,5.0,7.0,30.0,MFA Writing,15.0,Saint Mary's College of California,"1,090.00","19,525.00",6.0,3.0,3.0,Northern California,"93,257","22,669.00",2.0,6.0,3.0,Writer,6.0,3.0,3.0,8.0,8.0,8.0,8.0,8.0,1.0,6.0,7.0,5.0,7.0,8.0,5.0,5.0,5.0,3.0,5.0,,20.0,20.0,20.0,20.0,10.0,10.0,30.0,10.0,20.0,20.0,10.0,10.0,35.0,10.0,10.0,35.0,5.0,5.0,8.0,6.0,7.0,8.0,5.0,8.0,6.0,8.0,6.0,7.0,0,8.0,7.0,7.0,5.0,5.0,7.0,6.0,5.0,2.0,3.0,25.0,20.0,20.0,20.0,5.0,10.0,7.0,7.0,7.0,6.0,5.0,6.0,1.0,2.0,20.0,10.0,20.0,25.0,10.0,15.0,20.0,20.0,20.0,25.0,5.0,10.0,25.0,15.0,20.0,25.0,5.0,10.0,25.0,5.0,20.0,25.0,5.0,20.0,7.0,7.0,7.0,8.0,6.0,7.0,7.0,7.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,6.0,0,11,1,3,10,9,,1,1,66.0,0,0.39,0,29.0,3.0,20.0,25.0,15.0,15.0,53.0,20.0,0,3.0,6.0,,5.0,6.0,5.0,4.0,6.0,2.0,28.0,German Literature,7.0,,,,2.0,1.0,5.0,"Tuscaloosa, Alabama","35,404","23,988.00",1.0,5.0,2.0,Academic,2.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,5.0,5.0,15.0,15.0,20.0,15.0,15.0,20.0,,,,,,,40.0,12.0,12.0,12.0,12.0,12.0,7.0,10.0,7.0,10.0,7.0,,,,,,0,5.0,8.0,7.0,8.0,8.0,3.0,5.0,4.0,2.0,1.0,,,,,,,,,,,,5.0,3.0,2.0,,,,,,,10.0,20.0,25.0,10.0,10.0,25.0,,,,,,,,,,,,,7.0,7.0,9.0,7.0,7.0,,,,,,0.0,1.0,1.0,,,0.0,20.0,25.0,15.0,15.0,25.0,,,,,,,,,,,,,,,,,,,7.0,8.0,8.0,8.0,7.0,,,,,
368,8.0,1,16,2,14,20,5,5.0,3,1,341.0,1,0.56,0,23.0,4.0,20.0,20.0,20.0,20.0,20.0,0.0,1,2.0,8.0,8.0,8.0,7.0,6.0,6.0,6.0,2.0,24.0,Intrernational Affairs,13.0,Cambridge University,,"10,800.00",6.0,1.0,1.0,UK/Turkey,,,1.0,4.0,2.0,Journalist,6.0,4.0,6.0,4.0,8.0,9.0,7.0,3.0,8.0,9.0,9.0,9.0,7.0,9.0,8.0,9.0,8.0,4.0,4.0,,20.0,10.0,25.0,20.0,10.0,15.0,15.0,15.0,20.0,15.0,15.0,20.0,20.0,20.0,20.0,15.0,15.0,10.0,6.0,8.0,8.0,8.0,7.0,6.0,7.0,8.0,7.0,8.0,1,8.0,7.0,8.0,8.0,7.0,8.0,7.0,6.0,0.0,3.0,,,,,,,,,,,,6.0,3.0,3.0,,,,,,,30.0,10.0,20.0,20.0,0.0,20.0,30.0,0.0,10.0,30.0,10.0,20.0,25.0,8.33,8.33,16.67,16.67,25.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,0.0,0.0,0.0,,,20.0,10.0,20.0,10.0,20.0,20.0,30.0,10.0,10.0,20.0,0.0,20.0,30.0,10.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,6.0,6.0,8.0,7.0,5.0,6.0,5.0,7.0,7.0,6.0
550,20.0,1,40,2,21,22,19,20.0,22,20,528.0,0,-0.59,0,29.0,3.0,40.0,10.0,30.0,10.0,10.0,,0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,30.0,MBA,8.0,Oxford,,,2.0,5.0,6.0,UK,,,2.0,4.0,1.0,Finance,7.0,5.0,3.0,5.0,9.0,7.0,8.0,3.0,3.0,8.0,8.0,3.0,7.0,7.0,4.0,6.0,6.0,3.0,7.0,,30.0,3.0,30.0,30.0,3.0,4.0,30.0,3.0,30.0,30.0,3.0,4.0,20.0,3.0,30.0,30.0,13.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0,5.0,6.0,4.0,6.0,4.0,5.0,5.0,6.0,,6.0,,,,,,,,,,,,8.0,3.0,3.0,70.0,5.0,5.0,10.0,5.0,5.0,60.0,5.0,10.0,10.0,10.0,5.0,70.0,5.0,5.0,10.0,5.0,5.0,70.0,5.0,5.0,10.0,5.0,5.0,7.0,4.0,6.0,7.0,7.0,7.0,4.0,6.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,3.0,0,5,1,10,9,2,2.0,3,5,247.0,0,-0.14,1,25.0,4.0,20.0,30.0,10.0,15.0,0.0,25.0,0,7.0,7.0,5.0,3.0,7.0,3.0,3.0,3.0,2.0,24.0,Biology,10.0,University of Pennsylvania,"1,400.00","26,630.00",4.0,3.0,3.0,Indiana,"46,815","42,225.00",2.0,7.0,1.0,Research/Teaching,2.0,9.0,6.0,3.0,7.0,9.0,9.0,7.0,1.0,8.0,7.0,5.0,4.0,7.0,4.0,10.0,4.0,2.0,7.0,,15.0,20.0,15.0,20.0,15.0,15.0,25.0,15.0,15.0,20.0,15.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,9.0,10.0,8.0,8.0,8.0,9.0,8.0,10.0,9.0,0,3.0,7.0,7.0,4.0,7.0,3.0,6.0,7.0,0.0,4.0,15.0,15.0,20.0,20.0,15.0,15.0,7.0,9.0,8.0,10.0,9.0,6.0,3.0,3.0,,,,,,,20.0,15.0,20.0,25.0,10.0,10.0,25.0,10.0,10.0,15.0,20.0,20.0,25.0,10.0,15.0,20.0,15.0,15.0,7.0,9.0,8.0,10.0,8.0,7.0,8.0,8.0,10.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,9.0,1,18,2,15,18,4,6.0,17,2,380.0,0,0.27,1,33.0,1.0,20.0,20.0,20.0,15.0,15.0,10.0,1,5.0,6.0,7.0,6.0,8.0,5.0,5.0,2.0,2.0,30.0,International Affairs,13.0,University of Vermont,"1,130.00","20,100.00",1.0,1.0,1.0,New York City,"10,021","55,080.00",4.0,5.0,5.0,Diplomat / Int'l civil servant,9.0,6.0,1.0,6.0,9.0,8.0,9.0,2.0,6.0,8.0,8.0,6.0,10.0,9.0,7.0,9.0,9.0,5.0,6.0,,30.0,25.0,20.0,15.0,5.0,5.0,25.0,10.0,25.0,15.0,20.0,5.0,25.0,10.0,25.0,15.0,20.0,5.0,8.0,8.0,10.0,9.0,10.0,8.0,8.0,9.0,10.0,9.0,0,5.0,10.0,10.0,10.0,10.0,10.0,7.0,5.0,2.0,1.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,8.0,9.0,10.0,10.0,6.0,1.0,3.0,,,,,,,50.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0,20.0,10.0,30.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,9.0,10.0,10.0,8.0,9.0,9.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,8.0,1,16,2,11,21,12,12.0,18,3,254.0,0,0.48,1,22.0,2.0,25.0,7.0,25.0,25.0,8.0,10.0,0,5.0,5.0,7.0,3.0,6.0,3.0,5.0,5.0,2.0,25.0,Biology,10.0,Columbia College,"1,430.00","26,908.00",2.0,2.0,1.0,Budapest,"7,620",,3.0,6.0,2.0,Scientist,2.0,8.0,1.0,5.0,5.0,6.0,5.0,5.0,4.0,2.0,10.0,2.0,7.0,10.0,7.0,8.0,2.0,2.0,5.0,,25.0,20.0,30.0,15.0,5.0,5.0,35.0,20.0,15.0,10.0,10.0,10.0,20.0,10.0,30.0,15.0,15.0,10.0,5.0,9.0,5.0,8.0,6.0,5.0,8.0,9.0,5.0,7.0,0,3.0,7.0,8.0,6.0,6.0,6.0,3.0,1.0,0.0,1.0,25.0,15.0,30.0,10.0,5.0,15.0,5.0,9.0,8.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,1.0,4.0,,20.0,20.0,25.0,15.0,8.0,12.0,30.0,5.0,30.0,10.0,5.0,20.0,30.0,20.0,20.0,10.0,5.0,15.0,15.0,10.0,25.0,25.0,20.0,5.0,5.0,8.0,8.0,5.0,7.0,5.0,7.0,8.0,5.0,8.0
510,2.0,0,3,2,21,22,12,12.0,22,7,537.0,0,-0.04,0,22.0,4.0,20.0,5.0,25.0,25.0,5.0,20.0,0,,,,,,,,,,26.0,Business,8.0,Universidad de Chile,,,3.0,3.0,3.0,Chile,,,2.0,7.0,2.0,Professor,2.0,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,5.0,1.0,7.0,5.0,,25.0,25.0,25.0,12.0,3.0,10.0,35.0,10.0,15.0,20.0,10.0,10.0,35.0,10.0,10.0,25.0,5.0,15.0,7.0,9.0,6.0,8.0,4.0,7.0,8.0,10.0,4.0,6.0,0,,,,,,,,,,5.0,,,,,,,,,,,,6.0,1.0,3.0,60.0,10.0,10.0,10.0,5.0,5.0,30.0,20.0,20.0,10.0,10.0,10.0,30.0,20.0,20.0,10.0,10.0,10.0,30.0,20.0,10.0,20.0,10.0,10.0,7.0,10.0,8.0,6.0,5.0,7.0,9.0,9.0,7.0,7.0,0.0,5.0,1.0,0.0,2.0,40.0,15.0,20.0,10.0,5.0,10.0,40.0,20.0,15.0,15.0,5.0,5.0,40.0,15.0,15.0,10.0,15.0,5.0,40.0,15.0,15.0,20.0,5.0,5.0,7.0,9.0,8.0,6.0,5.0,7.0,8.0,9.0,7.0,6.0
